buyer_id,first_seen,source,dept,opt_in_email,opt_in_push,contactable
B02400,2026-07-25,Tournée ORBITE,69,True,True,False
B02401,2026-07-25,Tournée ORBITE,69,True,False,True
B02402,2026-07-25,Tournée ORBITE,69,False,False,False
B02403,2026-07-26,Tournée ORBITE,69,False,False,False
B02404,2026-07-26,Tournée ORBITE,69,True,True,False
B02405,2026-07-26,Tournée ORBITE,69,False,True,False
B02406,2026-07-26,Tournée ORBITE,69,False,False,False
B02407,2026-07-26,Tournée ORBITE,69,True,True,False
B02408,2026-07-26,Tournée ORBITE,69,True,False,False
B02409,2026-07-26,Tournée ORBITE,69,False,False,False
B02410,2026-07-27,Tournée ORBITE,69,True,False,False
B02411,2026-07-27,Tournée ORBITE,75,True,False,False
B02412,2026-07-27,Tournée ORBITE,69,True,False,False
B02413,2026-07-27,Tournée ORBITE,69,False,False,False
B02414,2026-07-27,Tournée ORBITE,69,True,False,True
B02415,2026-07-27,Tournée ORBITE,69,True,False,False
B02416,2026-07-27,Tournée ORBITE,13,True,False,False
B02417,2026-07-27,Tournée ORBITE,69,True,False,False
B02418,2026-07-27,Tournée ORBITE,69,True,False,True
B02419,2026-07-28,Tournée ORBITE,69,False,False,False
B02420,2026-07-28,Tournée ORBITE,69,False,False,False
B02421,2026-07-28,Tournée ORBITE,69,True,False,True
B02422,2026-07-29,Tournée ORBITE,69,True,False,False
B02423,2026-07-29,Tournée ORBITE,69,True,False,True
B02424,2026-07-29,Tournée ORBITE,67,False,False,False
B02425,2026-07-29,Tournée ORBITE,69,True,False,True
B02426,2026-07-29,Tournée ORBITE,34,True,False,True
B02427,2026-07-29,Tournée ORBITE,69,True,False,True
B02428,2026-07-29,Tournée ORBITE,44,True,True,False
B02429,2026-07-29,Tournée ORBITE,69,True,False,True
B02430,2026-07-29,Tournée ORBITE,69,True,False,False
B02431,2026-07-29,Tournée ORBITE,69,False,True,False
B02432,2026-07-30,Tournée ORBITE,44,False,True,False
B02433,2026-07-30,Tournée ORBITE,69,True,True,False
B02434,2026-07-30,Tournée ORBITE,69,True,True,True
B02435,2026-07-30,Tournée ORBITE,69,True,False,False
B02436,2026-07-30,Tournée ORBITE,69,True,False,False
B02437,2026-07-30,Tournée ORBITE,69,True,False,False
B02438,2026-07-31,Tournée ORBITE,69,True,False,False
B02439,2026-07-31,Tournée ORBITE,69,True,True,False
B02440,2026-07-31,Tournée ORBITE,69,True,False,False
B02441,2026-07-31,Tournée ORBITE,69,True,False,True
B02442,2026-07-31,Tournée ORBITE,69,False,False,False
B02443,2026-08-01,Tournée ORBITE,69,False,False,False
B02444,2026-08-01,Tournée ORBITE,69,True,False,False
B02445,2026-08-01,Tournée ORBITE,69,True,False,False
B02446,2026-08-01,Tournée ORBITE,69,True,False,False
B02447,2026-08-01,Tournée ORBITE,69,False,False,False
B02448,2026-08-02,Tournée ORBITE,69,False,True,False
B02449,2026-08-02,Tournée ORBITE,34,False,False,False
B02450,2026-08-02,Tournée ORBITE,69,False,False,False
B02451,2026-08-02,Tournée ORBITE,BE,True,True,False
B02452,2026-08-03,Tournée ORBITE,69,True,False,False
B02453,2026-08-03,Tournée ORBITE,69,True,False,False
B02454,2026-08-03,Tournée ORBITE,69,True,False,False
B02455,2026-08-03,Tournée ORBITE,69,True,False,False
B02456,2026-08-03,Tournée ORBITE,69,True,False,False
B02457,2026-08-03,Tournée ORBITE,69,False,True,False
B02458,2026-08-03,Tournée ORBITE,69,True,False,True
B02459,2026-08-04,Tournée ORBITE,69,True,False,False
B02460,2026-08-04,Tournée ORBITE,69,True,False,False
B02461,2026-08-04,Tournée ORBITE,69,True,True,True
B02462,2026-08-04,Tournée ORBITE,69,True,False,True
B02463,2026-06-09,Tournée ORBITE,33,True,False,False
B02464,2026-06-09,Tournée ORBITE,44,False,False,False
B02465,2026-06-09,Tournée ORBITE,33,True,False,True
B02466,2026-06-09,Tournée ORBITE,33,True,False,False
B02467,2026-06-09,Tournée ORBITE,33,False,False,False
B02468,2026-06-09,Tournée ORBITE,33,False,True,False
B02469,2026-06-09,Tournée ORBITE,34,False,False,False
B02470,2026-06-09,Tournée ORBITE,33,True,False,False
B02471,2026-06-09,Tournée ORBITE,33,False,False,False
B02472,2026-06-09,Tournée ORBITE,33,True,False,False
B02473,2026-06-09,Tournée ORBITE,33,True,False,False
B02474,2026-06-09,Tournée ORBITE,33,False,False,False
B02475,2026-06-09,Tournée ORBITE,33,True,False,False
B02476,2026-06-09,Tournée ORBITE,33,True,True,False
B02477,2026-06-09,Tournée ORBITE,75,False,False,False
B02478,2026-06-09,Tournée ORBITE,33,True,False,False
B02479,2026-06-09,Tournée ORBITE,33,True,False,False
B02480,2026-06-09,Tournée ORBITE,33,True,True,False
B02481,2026-06-09,Tournée ORBITE,67,False,False,False
B02482,2026-06-09,Tournée ORBITE,59,True,False,False
B02483,2026-06-09,Tournée ORBITE,33,True,False,True
B02484,2026-06-09,Tournée ORBITE,33,True,False,False
B02485,2026-06-09,Tournée ORBITE,33,True,False,False
B02486,2026-06-09,Tournée ORBITE,34,True,False,True
B02487,2026-06-09,Tournée ORBITE,44,True,True,True
B02488,2026-06-10,Tournée ORBITE,34,True,True,False
B02489,2026-06-10,Tournée ORBITE,33,False,True,False
B02490,2026-06-10,Tournée ORBITE,33,False,False,False
B02491,2026-06-10,Tournée ORBITE,33,True,False,False
B02492,2026-06-10,Tournée ORBITE,33,True,False,False
B02493,2026-06-10,Tournée ORBITE,33,True,False,True
B02494,2026-06-10,Tournée ORBITE,31,True,False,False
B02495,2026-06-10,Tournée ORBITE,33,True,False,True
B02496,2026-06-10,Tournée ORBITE,69,False,True,False
B02497,2026-06-10,Tournée ORBITE,33,False,False,False
B02498,2026-06-10,Tournée ORBITE,44,True,False,False
B02499,2026-06-10,Tournée ORBITE,33,True,False,False
B02500,2026-06-10,Tournée ORBITE,33,True,False,False
B02501,2026-06-10,Tournée ORBITE,33,False,False,False
B02502,2026-06-10,Tournée ORBITE,75,True,False,True
B02503,2026-06-10,Tournée ORBITE,33,False,True,False
B02504,2026-06-10,Tournée ORBITE,33,False,False,False
B02505,2026-06-11,Tournée ORBITE,33,False,True,False
B02506,2026-06-11,Tournée ORBITE,33,True,False,False
B02507,2026-06-11,Tournée ORBITE,69,True,False,False
B02508,2026-06-11,Tournée ORBITE,33,True,False,False
B02509,2026-06-11,Tournée ORBITE,33,False,True,False
B02510,2026-06-11,Tournée ORBITE,33,False,False,False
B02511,2026-06-11,Tournée ORBITE,31,False,True,False
B02512,2026-06-11,Tournée ORBITE,33,True,False,True
B02513,2026-06-11,Tournée ORBITE,BE,True,False,False
B02514,2026-06-11,Tournée ORBITE,33,True,False,False
B02515,2026-06-11,Tournée ORBITE,33,False,False,False
B02516,2026-06-11,Tournée ORBITE,75,False,False,False
B02517,2026-06-11,Tournée ORBITE,33,True,False,True
B02518,2026-06-11,Tournée ORBITE,33,True,True,False
B02519,2026-06-11,Tournée ORBITE,33,True,True,False
B02520,2026-06-11,Tournée ORBITE,33,False,False,False
B02521,2026-06-11,Tournée ORBITE,33,True,True,False
B02522,2026-06-11,Tournée ORBITE,33,True,False,False
B02523,2026-06-11,Tournée ORBITE,33,False,False,False
B02524,2026-06-11,Tournée ORBITE,33,True,True,True
B02525,2026-06-11,Tournée ORBITE,33,True,False,False
B02526,2026-06-12,Tournée ORBITE,13,True,False,False
B02527,2026-06-12,Tournée ORBITE,33,False,False,False
B02528,2026-06-12,Tournée ORBITE,33,True,True,False
B02529,2026-06-12,Tournée ORBITE,33,True,True,True
B02530,2026-06-12,Tournée ORBITE,33,True,False,False
B02531,2026-06-12,Tournée ORBITE,33,False,False,False
B02532,2026-06-12,Tournée ORBITE,33,False,False,False
B02533,2026-06-12,Tournée ORBITE,33,True,False,False
B02534,2026-06-12,Tournée ORBITE,33,False,False,False
B02535,2026-06-13,Tournée ORBITE,33,False,False,False
B02536,2026-06-13,Tournée ORBITE,33,True,False,True
B02537,2026-06-13,Tournée ORBITE,33,True,False,False
B02538,2026-06-13,Tournée ORBITE,33,False,False,False
B02539,2026-06-13,Tournée ORBITE,33,True,False,False
B02540,2026-06-13,Tournée ORBITE,BE,True,False,False
B02541,2026-06-13,Tournée ORBITE,33,True,True,False
B02542,2026-06-13,Tournée ORBITE,33,True,False,False
B02543,2026-06-13,Tournée ORBITE,33,True,False,False
B02544,2026-06-13,Tournée ORBITE,33,True,True,False
B02545,2026-06-14,Tournée ORBITE,33,True,False,False
B02546,2026-06-14,Tournée ORBITE,33,True,False,False
B02547,2026-06-14,Tournée ORBITE,33,True,False,False
B02548,2026-06-14,Tournée ORBITE,33,True,False,False
B02549,2026-06-14,Tournée ORBITE,33,True,False,False
B02550,2026-06-14,Tournée ORBITE,33,True,True,True
B02551,2026-06-14,Tournée ORBITE,33,False,True,False
B02552,2026-06-14,Tournée ORBITE,33,False,False,False
B02553,2026-06-14,Tournée ORBITE,33,True,False,False
B02554,2026-06-15,Tournée ORBITE,33,True,False,True
B02555,2026-06-15,Tournée ORBITE,BE,True,False,False
B02556,2026-06-15,Tournée ORBITE,33,True,False,False
B02557,2026-06-15,Tournée ORBITE,33,False,False,False
B02558,2026-06-15,Tournée ORBITE,33,True,False,True
B02559,2026-06-16,Tournée ORBITE,33,True,False,False
B02560,2026-06-16,Tournée ORBITE,33,True,False,False
B02561,2026-06-16,Tournée ORBITE,33,True,True,False
B02562,2026-06-17,Tournée ORBITE,33,True,False,False
B02563,2026-06-17,Tournée ORBITE,33,False,False,False
B02564,2026-06-17,Tournée ORBITE,33,True,False,False
B02565,2026-06-17,Tournée ORBITE,33,True,False,False
B02566,2026-06-18,Tournée ORBITE,33,True,False,False
B02567,2026-06-18,Tournée ORBITE,35,False,False,False
B02568,2026-06-18,Tournée ORBITE,BE,True,False,True
B02569,2026-06-18,Tournée ORBITE,33,True,False,False
B02570,2026-06-19,Tournée ORBITE,33,False,False,False
B02571,2026-06-19,Tournée ORBITE,33,True,True,False
B02572,2026-06-19,Tournée ORBITE,44,False,False,False
B02573,2026-06-19,Tournée ORBITE,75,True,True,False
B02574,2026-06-19,Tournée ORBITE,31,True,False,False
B02575,2026-06-19,Tournée ORBITE,33,True,False,False
B02576,2026-06-20,Tournée ORBITE,33,False,False,False
B02577,2026-06-20,Tournée ORBITE,33,False,False,False
B02578,2026-06-21,Tournée ORBITE,31,False,False,False
B02579,2026-06-21,Tournée ORBITE,33,True,False,False
B02580,2026-06-21,Tournée ORBITE,31,False,False,False
B02581,2026-06-21,Tournée ORBITE,33,True,False,False
B02582,2026-06-22,Tournée ORBITE,44,False,True,False
B02583,2026-06-22,Tournée ORBITE,35,False,False,False
B02584,2026-06-22,Tournée ORBITE,75,True,False,True
B02585,2026-06-23,Tournée ORBITE,33,True,False,False
B02586,2026-06-23,Tournée ORBITE,33,False,False,False
B02587,2026-06-23,Tournée ORBITE,33,False,False,False
B02588,2026-06-23,Tournée ORBITE,33,True,True,False
B02589,2026-06-24,Tournée ORBITE,67,True,True,False
B02590,2026-06-24,Tournée ORBITE,33,True,True,False
B02591,2026-06-25,Tournée ORBITE,33,False,False,False
B02592,2026-06-26,Tournée ORBITE,31,True,False,False
B02593,2026-06-26,Tournée ORBITE,33,True,False,False
B02594,2026-06-26,Tournée ORBITE,33,False,True,False
B02595,2026-06-27,Tournée ORBITE,33,True,False,True
B02596,2026-06-27,Tournée ORBITE,33,True,False,False
B02597,2026-06-27,Tournée ORBITE,59,True,False,False
B02598,2026-06-28,Tournée ORBITE,33,False,False,False
B02599,2026-06-28,Tournée ORBITE,33,True,False,False
B02600,2026-06-30,Tournée ORBITE,33,True,False,False
B02601,2026-06-30,Tournée ORBITE,67,False,False,False
B02602,2026-06-30,Tournée ORBITE,33,True,False,False
B02603,2026-06-30,Tournée ORBITE,59,False,True,False
B02604,2026-07-01,Tournée ORBITE,33,False,False,False
B02605,2026-07-01,Tournée ORBITE,33,False,False,False
B02606,2026-07-01,Tournée ORBITE,33,True,False,False
B02607,2026-07-01,Tournée ORBITE,33,False,False,False
B02608,2026-07-01,Tournée ORBITE,33,False,False,False
B02609,2026-07-03,Tournée ORBITE,33,True,True,False
B02610,2026-07-04,Tournée ORBITE,34,True,False,False
B02611,2026-07-04,Tournée ORBITE,33,True,False,False
B02612,2026-07-05,Tournée ORBITE,75,False,False,False
B02613,2026-07-05,Tournée ORBITE,33,True,True,False
B02614,2026-07-05,Tournée ORBITE,33,False,False,False
B02615,2026-07-05,Tournée ORBITE,33,True,False,False
B02616,2026-07-05,Tournée ORBITE,59,False,False,False
B02617,2026-07-06,Tournée ORBITE,33,True,False,False
B02618,2026-07-06,Tournée ORBITE,33,False,True,False
B02619,2026-07-06,Tournée ORBITE,33,True,False,True
B02620,2026-07-06,Tournée ORBITE,33,True,False,False
B02621,2026-07-07,Tournée ORBITE,33,False,False,False
B02622,2026-07-08,Tournée ORBITE,33,False,False,False
B02623,2026-07-08,Tournée ORBITE,33,False,False,False
B02624,2026-07-08,Tournée ORBITE,33,False,False,False
B02625,2026-07-09,Tournée ORBITE,33,True,False,True
B02626,2026-07-12,Tournée ORBITE,33,True,True,True
B02627,2026-07-12,Tournée ORBITE,33,True,False,False
B02628,2026-07-13,Tournée ORBITE,59,True,True,False
B02629,2026-07-13,Tournée ORBITE,33,True,False,False
B02630,2026-07-14,Tournée ORBITE,13,True,True,False
B02631,2026-07-16,Tournée ORBITE,33,True,False,False
B02632,2026-07-16,Tournée ORBITE,59,True,False,False
B02633,2026-07-17,Tournée ORBITE,33,True,False,False
B02634,2026-07-18,Tournée ORBITE,33,True,True,False
B02635,2026-07-18,Tournée ORBITE,33,False,False,False
B02636,2026-07-18,Tournée ORBITE,33,True,False,False
B02637,2026-07-19,Tournée ORBITE,33,False,False,False
B02638,2026-07-19,Tournée ORBITE,33,True,False,False
B02639,2026-07-20,Tournée ORBITE,33,False,True,False
B02640,2026-07-21,Tournée ORBITE,75,True,False,False
B02641,2026-07-21,Tournée ORBITE,33,False,True,False
B02642,2026-07-21,Tournée ORBITE,33,False,False,False
B02643,2026-07-22,Tournée ORBITE,69,True,False,False
B02644,2026-07-22,Tournée ORBITE,33,True,False,True
B02645,2026-07-23,Tournée ORBITE,69,True,False,True
B02646,2026-07-23,Tournée ORBITE,33,False,False,False
B02647,2026-07-23,Tournée ORBITE,33,True,False,False
B02648,2026-07-23,Tournée ORBITE,33,True,False,False
B02649,2026-07-24,Tournée ORBITE,33,True,False,False
B02650,2026-07-25,Tournée ORBITE,67,True,False,False
B02651,2026-07-25,Tournée ORBITE,33,True,False,False
B02652,2026-07-25,Tournée ORBITE,67,True,False,False
B02653,2026-07-26,Tournée ORBITE,33,True,False,False
B02654,2026-07-27,Tournée ORBITE,33,False,False,False
B02655,2026-07-28,Tournée ORBITE,33,True,False,True
B02656,2026-07-29,Tournée ORBITE,33,True,False,False
B02657,2026-07-29,Tournée ORBITE,33,True,False,True
B02658,2026-07-29,Tournée ORBITE,33,True,False,False
B02659,2026-07-29,Tournée ORBITE,33,False,True,False
B02660,2026-07-30,Tournée ORBITE,44,False,False,False
B02661,2026-07-31,Tournée ORBITE,33,True,False,True
B02662,2026-07-31,Tournée ORBITE,33,True,False,False
B02663,2026-07-31,Tournée ORBITE,33,True,True,True
B02664,2026-08-01,Tournée ORBITE,33,False,True,False
B02665,2026-08-01,Tournée ORBITE,69,False,False,False
B02666,2026-08-02,Tournée ORBITE,33,False,False,False
B02667,2026-08-02,Tournée ORBITE,BE,False,False,False
B02668,2026-08-02,Tournée ORBITE,33,False,False,False
B02669,2026-08-03,Tournée ORBITE,33,True,True,False
B02670,2026-08-03,Tournée ORBITE,33,True,False,False
B02671,2026-06-09,Tournée ORBITE,31,True,False,False
B02672,2026-06-09,Tournée ORBITE,31,True,False,False
B02673,2026-06-09,Tournée ORBITE,69,True,False,False
B02674,2026-06-09,Tournée ORBITE,31,False,False,False
B02675,2026-06-09,Tournée ORBITE,69,True,True,False
B02676,2026-06-09,Tournée ORBITE,34,False,True,False
B02677,2026-06-09,Tournée ORBITE,31,False,False,False
B02678,2026-06-09,Tournée ORBITE,31,True,False,False
B02679,2026-06-09,Tournée ORBITE,59,True,False,False
B02680,2026-06-09,Tournée ORBITE,31,True,False,False
B02681,2026-06-09,Tournée ORBITE,44,True,False,False
B02682,2026-06-09,Tournée ORBITE,31,True,False,False
B02683,2026-06-09,Tournée ORBITE,31,True,False,False
B02684,2026-06-09,Tournée ORBITE,13,True,False,True
B02685,2026-06-09,Tournée ORBITE,31,False,False,False
B02686,2026-06-09,Tournée ORBITE,33,True,True,False
B02687,2026-06-09,Tournée ORBITE,31,True,False,False
B02688,2026-06-09,Tournée ORBITE,35,False,False,False
B02689,2026-06-09,Tournée ORBITE,31,False,False,False
B02690,2026-06-09,Tournée ORBITE,31,True,False,False
B02691,2026-06-09,Tournée ORBITE,31,True,False,False
B02692,2026-06-09,Tournée ORBITE,31,False,False,False
B02693,2026-06-09,Tournée ORBITE,35,False,False,False
B02694,2026-06-09,Tournée ORBITE,31,False,False,False
B02695,2026-06-09,Tournée ORBITE,31,False,False,False
B02696,2026-06-09,Tournée ORBITE,75,True,False,False
B02697,2026-06-09,Tournée ORBITE,31,True,False,False
B02698,2026-06-09,Tournée ORBITE,31,True,True,False
B02699,2026-06-09,Tournée ORBITE,31,True,False,False
B02700,2026-06-09,Tournée ORBITE,31,False,False,False
B02701,2026-06-09,Tournée ORBITE,31,True,True,False
B02702,2026-06-09,Tournée ORBITE,31,True,False,False
B02703,2026-06-09,Tournée ORBITE,BE,False,False,False
B02704,2026-06-09,Tournée ORBITE,59,False,False,False
B02705,2026-06-09,Tournée ORBITE,31,False,False,False
B02706,2026-06-09,Tournée ORBITE,31,True,False,False
B02707,2026-06-09,Tournée ORBITE,35,False,True,False
B02708,2026-06-09,Tournée ORBITE,31,True,False,False
B02709,2026-06-09,Tournée ORBITE,31,False,False,False
B02710,2026-06-09,Tournée ORBITE,31,True,True,True
B02711,2026-06-09,Tournée ORBITE,69,True,False,False
B02712,2026-06-09,Tournée ORBITE,31,False,False,False
B02713,2026-06-10,Tournée ORBITE,67,True,False,False
B02714,2026-06-10,Tournée ORBITE,31,True,True,True
B02715,2026-06-10,Tournée ORBITE,31,True,False,False
B02716,2026-06-10,Tournée ORBITE,31,True,False,True
B02717,2026-06-10,Tournée ORBITE,31,True,False,False
B02718,2026-06-10,Tournée ORBITE,31,True,False,False
B02719,2026-06-10,Tournée ORBITE,33,True,False,False
B02720,2026-06-10,Tournée ORBITE,31,True,False,False
B02721,2026-06-10,Tournée ORBITE,31,True,True,True
B02722,2026-06-10,Tournée ORBITE,31,True,False,True
B02723,2026-06-10,Tournée ORBITE,13,False,True,False
B02724,2026-06-10,Tournée ORBITE,31,True,False,False
B02725,2026-06-10,Tournée ORBITE,75,True,True,False
B02726,2026-06-10,Tournée ORBITE,31,False,False,False
B02727,2026-06-10,Tournée ORBITE,31,True,False,False
B02728,2026-06-10,Tournée ORBITE,31,False,True,False
B02729,2026-06-10,Tournée ORBITE,31,True,False,False
B02730,2026-06-10,Tournée ORBITE,31,False,False,False
B02731,2026-06-10,Tournée ORBITE,31,True,True,True
B02732,2026-06-10,Tournée ORBITE,31,True,True,True
B02733,2026-06-10,Tournée ORBITE,31,False,False,False
B02734,2026-06-10,Tournée ORBITE,31,True,False,False
B02735,2026-06-10,Tournée ORBITE,13,True,True,False
B02736,2026-06-10,Tournée ORBITE,31,True,True,False
B02737,2026-06-10,Tournée ORBITE,31,False,True,False
B02738,2026-06-10,Tournée ORBITE,BE,True,False,False
B02739,2026-06-10,Tournée ORBITE,31,False,False,False
B02740,2026-06-10,Tournée ORBITE,44,True,False,False
B02741,2026-06-11,Tournée ORBITE,31,True,True,False
B02742,2026-06-11,Tournée ORBITE,31,True,False,False
B02743,2026-06-11,Tournée ORBITE,31,False,False,False
B02744,2026-06-11,Tournée ORBITE,BE,True,False,False
B02745,2026-06-11,Tournée ORBITE,31,True,False,False
B02746,2026-06-11,Tournée ORBITE,31,True,False,False
B02747,2026-06-11,Tournée ORBITE,31,False,True,False
B02748,2026-06-11,Tournée ORBITE,31,False,False,False
B02749,2026-06-11,Tournée ORBITE,31,True,False,True
B02750,2026-06-11,Tournée ORBITE,33,True,False,False
B02751,2026-06-11,Tournée ORBITE,31,False,False,False
B02752,2026-06-11,Tournée ORBITE,31,True,True,False
B02753,2026-06-11,Tournée ORBITE,31,False,False,False
B02754,2026-06-11,Tournée ORBITE,31,False,True,False
B02755,2026-06-11,Tournée ORBITE,31,False,False,False
B02756,2026-06-11,Tournée ORBITE,31,False,False,False
B02757,2026-06-11,Tournée ORBITE,31,False,False,False
B02758,2026-06-11,Tournée ORBITE,31,False,False,False
B02759,2026-06-12,Tournée ORBITE,31,True,False,False
B02760,2026-06-12,Tournée ORBITE,31,True,False,False
B02761,2026-06-12,Tournée ORBITE,31,True,False,False
B02762,2026-06-12,Tournée ORBITE,31,False,False,False
B02763,2026-06-12,Tournée ORBITE,31,True,True,False
B02764,2026-06-12,Tournée ORBITE,31,False,False,False
B02765,2026-06-12,Tournée ORBITE,31,False,False,False
B02766,2026-06-12,Tournée ORBITE,31,False,False,False
B02767,2026-06-12,Tournée ORBITE,BE,True,False,False
B02768,2026-06-12,Tournée ORBITE,31,True,False,False
B02769,2026-06-12,Tournée ORBITE,31,True,True,False
B02770,2026-06-12,Tournée ORBITE,31,True,False,False
B02771,2026-06-12,Tournée ORBITE,31,True,True,False
B02772,2026-06-12,Tournée ORBITE,31,False,False,False
B02773,2026-06-12,Tournée ORBITE,31,True,False,False
B02774,2026-06-12,Tournée ORBITE,31,True,True,False
B02775,2026-06-12,Tournée ORBITE,31,False,False,False
B02776,2026-06-12,Tournée ORBITE,31,False,False,False
B02777,2026-06-12,Tournée ORBITE,31,True,False,False
B02778,2026-06-12,Tournée ORBITE,31,True,False,True
B02779,2026-06-13,Tournée ORBITE,31,False,False,False
B02780,2026-06-13,Tournée ORBITE,31,True,True,True
B02781,2026-06-13,Tournée ORBITE,35,True,False,True
B02782,2026-06-13,Tournée ORBITE,31,True,False,False
B02783,2026-06-13,Tournée ORBITE,31,True,True,True
B02784,2026-06-13,Tournée ORBITE,31,True,False,False
B02785,2026-06-13,Tournée ORBITE,31,False,False,False
B02786,2026-06-13,Tournée ORBITE,31,True,True,False
B02787,2026-06-13,Tournée ORBITE,31,True,False,False
B02788,2026-06-13,Tournée ORBITE,31,True,False,False
B02789,2026-06-13,Tournée ORBITE,31,False,False,False
B02790,2026-06-13,Tournée ORBITE,33,True,False,True
B02791,2026-06-13,Tournée ORBITE,31,True,False,False
B02792,2026-06-13,Tournée ORBITE,31,True,True,True
B02793,2026-06-13,Tournée ORBITE,31,True,False,False
B02794,2026-06-13,Tournée ORBITE,31,True,False,False
B02795,2026-06-13,Tournée ORBITE,31,False,False,False
B02796,2026-06-13,Tournée ORBITE,31,True,True,False
B02797,2026-06-13,Tournée ORBITE,31,True,False,True
B02798,2026-06-13,Tournée ORBITE,31,True,False,False
B02799,2026-06-13,Tournée ORBITE,31,True,False,True
B02800,2026-06-13,Tournée ORBITE,31,True,False,True
B02801,2026-06-13,Tournée ORBITE,34,True,True,False
B02802,2026-06-13,Tournée ORBITE,31,False,False,False
B02803,2026-06-13,Tournée ORBITE,31,False,False,False
B02804,2026-06-13,Tournée ORBITE,BE,True,False,False
B02805,2026-06-13,Tournée ORBITE,31,True,False,False
B02806,2026-06-13,Tournée ORBITE,31,True,False,True
B02807,2026-06-13,Tournée ORBITE,59,False,False,False
B02808,2026-06-14,Tournée ORBITE,31,True,False,False
B02809,2026-06-14,Tournée ORBITE,31,True,False,False
B02810,2026-06-14,Tournée ORBITE,31,False,False,False
B02811,2026-06-14,Tournée ORBITE,67,False,True,False
B02812,2026-06-14,Tournée ORBITE,33,True,False,False
B02813,2026-06-14,Tournée ORBITE,31,True,False,True
B02814,2026-06-14,Tournée ORBITE,31,True,False,True
B02815,2026-06-14,Tournée ORBITE,31,True,False,False
B02816,2026-06-14,Tournée ORBITE,31,False,False,False
B02817,2026-06-14,Tournée ORBITE,31,True,False,False
B02818,2026-06-14,Tournée ORBITE,BE,True,False,False
B02819,2026-06-14,Tournée ORBITE,31,True,False,False
B02820,2026-06-14,Tournée ORBITE,31,True,False,False
B02821,2026-06-15,Tournée ORBITE,67,True,False,False
B02822,2026-06-15,Tournée ORBITE,31,True,False,True
B02823,2026-06-15,Tournée ORBITE,31,True,True,False
B02824,2026-06-15,Tournée ORBITE,31,True,False,True
B02825,2026-06-15,Tournée ORBITE,31,True,False,True
B02826,2026-06-15,Tournée ORBITE,31,True,True,False
B02827,2026-06-15,Tournée ORBITE,31,True,False,False
B02828,2026-06-15,Tournée ORBITE,67,True,False,False
B02829,2026-06-15,Tournée ORBITE,31,False,True,False
B02830,2026-06-15,Tournée ORBITE,31,True,True,False
B02831,2026-06-15,Tournée ORBITE,75,True,False,False
B02832,2026-06-15,Tournée ORBITE,31,False,False,False
B02833,2026-06-15,Tournée ORBITE,BE,True,False,False
B02834,2026-06-15,Tournée ORBITE,31,True,False,False
B02835,2026-06-16,Tournée ORBITE,31,False,False,False
B02836,2026-06-16,Tournée ORBITE,67,True,False,False
B02837,2026-06-16,Tournée ORBITE,31,True,False,False
B02838,2026-06-16,Tournée ORBITE,31,True,True,False
B02839,2026-06-16,Tournée ORBITE,59,True,False,False
B02840,2026-06-16,Tournée ORBITE,31,True,False,False
B02841,2026-06-16,Tournée ORBITE,33,True,True,True
B02842,2026-06-16,Tournée ORBITE,31,True,False,False
B02843,2026-06-16,Tournée ORBITE,31,True,False,False
B02844,2026-06-16,Tournée ORBITE,31,True,False,False
B02845,2026-06-16,Tournée ORBITE,31,False,False,False
B02846,2026-06-16,Tournée ORBITE,34,False,True,False
B02847,2026-06-16,Tournée ORBITE,31,True,True,False
B02848,2026-06-16,Tournée ORBITE,31,False,False,False
B02849,2026-06-16,Tournée ORBITE,31,False,False,False
B02850,2026-06-16,Tournée ORBITE,34,True,True,False
B02851,2026-06-16,Tournée ORBITE,31,True,False,False
B02852,2026-06-17,Tournée ORBITE,31,False,False,False
B02853,2026-06-17,Tournée ORBITE,31,True,False,True
B02854,2026-06-17,Tournée ORBITE,13,True,False,False
B02855,2026-06-17,Tournée ORBITE,31,False,False,False
B02856,2026-06-17,Tournée ORBITE,31,False,True,False
B02857,2026-06-17,Tournée ORBITE,13,True,False,True
B02858,2026-06-17,Tournée ORBITE,31,False,True,False
B02859,2026-06-17,Tournée ORBITE,31,True,True,False
B02860,2026-06-17,Tournée ORBITE,31,False,False,False
B02861,2026-06-17,Tournée ORBITE,13,True,False,False
B02862,2026-06-17,Tournée ORBITE,31,True,False,True
B02863,2026-06-17,Tournée ORBITE,31,True,True,False
B02864,2026-06-18,Tournée ORBITE,31,False,False,False
B02865,2026-06-18,Tournée ORBITE,31,True,False,False
B02866,2026-06-18,Tournée ORBITE,31,True,False,False
B02867,2026-06-18,Tournée ORBITE,31,True,True,False
B02868,2026-06-18,Tournée ORBITE,31,False,True,False
B02869,2026-06-18,Tournée ORBITE,31,True,False,False
B02870,2026-06-18,Tournée ORBITE,31,True,False,False
B02871,2026-06-18,Tournée ORBITE,31,True,False,False
B02872,2026-06-18,Tournée ORBITE,31,True,False,True
B02873,2026-06-19,Tournée ORBITE,69,False,True,False
B02874,2026-06-19,Tournée ORBITE,31,True,True,True
B02875,2026-06-19,Tournée ORBITE,31,False,False,False
B02876,2026-06-19,Tournée ORBITE,31,True,False,False
B02877,2026-06-19,Tournée ORBITE,13,False,False,False
B02878,2026-06-19,Tournée ORBITE,31,True,False,False
B02879,2026-06-20,Tournée ORBITE,31,True,False,False
B02880,2026-06-20,Tournée ORBITE,31,True,False,False
