buyer_id,recency,frequency,monetary,R,F,M,segment,contactable,opt_in_email,opt_in_push,source,dept
B02047,51,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02048,51,1,26.4,2,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02049,51,1,52.8,2,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02050,51,1,90.0,2,1,4,Gros paniers,False,False,False,Tournée ORBITE,75
B02051,20,2,54.4,4,2,2,Multi-dates,False,False,True,Tournée ORBITE,69
B02052,51,1,60.0,2,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02053,51,1,52.8,2,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,59
B02054,51,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02055,51,1,30.0,2,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,31
B02056,51,1,26.4,2,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02057,51,1,30.0,2,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02058,51,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02059,51,1,26.4,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02060,51,1,120.0,2,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02061,51,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,44
B02062,51,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02063,51,1,30.0,2,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02064,51,1,87.0,2,1,4,Gros paniers,False,True,True,Tournée ORBITE,69
B02065,51,1,52.8,2,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02066,51,1,60.0,2,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02067,51,2,114.0,2,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02068,51,2,114.0,2,2,4,Multi-dates,False,True,False,Tournée ORBITE,13
B02069,50,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02070,50,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02071,50,2,138.3,2,2,4,Multi-dates,False,False,False,Tournée ORBITE,69
B02072,50,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,35
B02073,50,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02074,50,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,33
B02075,50,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02076,50,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02077,50,1,30.0,2,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02078,50,1,60.0,2,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02079,50,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02080,50,1,120.0,2,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02081,50,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,35
B02082,50,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02083,50,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02084,50,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02085,50,2,88.0,2,2,4,Multi-dates,True,True,False,Tournée ORBITE,BE
B02086,50,1,60.0,2,1,3,Nouveaux acheteurs,True,True,True,Tournée ORBITE,69
B02087,50,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,34
B02088,50,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02089,50,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02090,49,2,53.760000000000005,2,2,2,Multi-dates,True,True,False,Tournée ORBITE,69
B02091,50,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02092,50,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02093,49,1,120.0,2,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B02094,49,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02095,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02096,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02097,49,1,90.0,2,1,4,Gros paniers,False,False,True,Tournée ORBITE,69
B02098,49,1,87.0,2,1,4,Gros paniers,False,False,False,Tournée ORBITE,33
B02099,49,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,33
B02100,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02101,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02102,49,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02103,49,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02104,49,1,30.0,2,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02105,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02106,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,BE
B02107,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B02108,49,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02109,49,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,44
B02110,49,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02111,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02112,49,1,120.0,2,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B02113,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02114,49,1,30.0,2,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02115,49,1,87.0,2,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02116,49,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02117,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02118,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02119,33,2,116.4,3,2,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02120,49,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02121,49,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02122,48,1,30.0,2,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02123,48,1,87.0,2,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B02124,48,1,30.0,2,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02125,48,1,90.0,2,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02126,48,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,33
B02127,48,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02128,48,1,52.8,2,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02129,48,1,30.0,2,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B02130,48,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02131,33,2,116.0,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,69
B02132,48,1,87.0,2,1,4,Gros paniers,True,True,True,Tournée ORBITE,69
B02133,48,1,30.0,2,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02134,48,1,30.0,2,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02135,26,2,135.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02136,48,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02137,48,1,60.0,2,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02138,48,1,120.0,2,1,4,Gros paniers,False,False,True,Tournée ORBITE,69
B02139,48,2,116.0,2,2,4,Multi-dates,True,True,False,Tournée ORBITE,69
B02140,48,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B02141,48,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02142,48,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02143,47,1,30.0,2,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02144,47,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B02145,47,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02146,47,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B02147,14,2,60.0,4,2,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02148,47,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02149,47,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02150,47,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02151,47,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02152,47,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,33
B02153,47,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02154,47,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02155,46,1,90.0,2,1,4,Gros paniers,False,False,False,Tournée ORBITE,35
B02156,46,1,90.0,2,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02157,46,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,35
B02158,46,1,30.0,2,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,BE
B02159,46,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,35
B02160,46,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02161,46,1,30.0,2,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02162,46,1,52.8,2,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02163,45,1,60.0,2,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02164,45,1,60.0,2,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02165,45,1,30.0,2,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,35
B02166,45,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,59
B02167,45,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02168,45,1,30.0,2,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02169,45,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,59
B02170,45,1,60.0,2,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02171,45,1,87.0,2,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02172,45,1,87.0,2,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B02173,45,2,116.0,2,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02174,45,1,30.0,2,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02175,45,1,87.0,2,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B02176,44,1,90.0,2,1,4,Gros paniers,False,True,True,Tournée ORBITE,69
B02177,44,1,60.0,2,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02178,44,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,34
B02179,44,1,90.0,2,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02180,43,2,147.0,3,2,4,Gros paniers,True,True,False,Tournée ORBITE,69
B02181,44,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02182,44,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02183,44,1,60.0,2,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02184,44,1,30.0,2,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02185,29,2,118.0,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02186,44,1,60.0,2,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02187,43,1,26.4,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02188,43,2,84.64,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,67
B02189,43,1,87.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02190,43,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02191,43,1,30.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02192,43,1,60.0,3,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02193,43,1,43.5,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,44
B02194,43,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02195,43,1,90.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02196,41,2,147.0,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,69
B02197,42,1,90.0,3,1,4,Gros paniers,False,True,True,Tournée ORBITE,69
B02198,9,2,114.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02199,26,3,282.4,4,3,4,Multi-dates,True,True,True,Tournée ORBITE,69
B02200,42,1,87.0,3,1,4,Gros paniers,True,True,False,Tournée ORBITE,69
B02201,41,2,141.2,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,69
B02202,41,2,182.04000000000002,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,35
B02203,41,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02204,41,1,87.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02205,40,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02206,40,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02207,40,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,35
B02208,40,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02209,40,1,30.0,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02210,39,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02211,39,1,60.0,3,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02212,39,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B02213,39,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02214,39,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B02215,39,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02216,4,2,87.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,69
B02217,39,1,60.0,3,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,35
B02218,39,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02219,39,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02220,38,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02221,38,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02222,26,2,88.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02223,38,1,60.0,3,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02224,38,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,35
B02225,38,1,120.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02226,38,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02227,37,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02228,37,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02229,37,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,BE
B02230,37,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02231,36,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02232,36,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02233,36,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02234,36,1,60.0,3,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,13
B02235,36,1,60.0,3,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02236,36,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02237,35,1,87.0,3,1,4,Gros paniers,True,True,True,Tournée ORBITE,69
B02238,35,1,60.0,3,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02239,35,2,184.5,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,67
B02240,35,2,172.0,3,2,4,Multi-dates,False,False,True,Tournée ORBITE,69
B02241,35,1,120.0,3,1,4,Gros paniers,False,True,True,Tournée ORBITE,34
B02242,35,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B02243,34,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02244,34,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02245,34,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02246,34,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02247,34,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02248,34,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02249,34,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,59
B02250,34,1,87.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B02251,34,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02252,27,2,101.5,3,2,4,Multi-dates,True,True,False,Tournée ORBITE,69
B02253,34,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,33
B02254,33,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B02255,33,1,60.0,3,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02256,33,1,30.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02257,33,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,59
B02258,33,1,30.0,3,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02259,19,2,76.4,4,2,4,Multi-dates,True,True,True,Tournée ORBITE,69
B02260,32,1,90.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,67
B02261,32,1,30.0,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02262,32,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,33
B02263,31,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02264,30,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02265,30,2,141.0,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,69
B02266,30,1,120.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,35
B02267,30,2,109.28,3,2,4,Multi-dates,True,True,False,Tournée ORBITE,69
B02268,30,2,172.0,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02269,30,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02270,30,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B02271,30,2,54.4,3,2,2,Multi-dates,True,True,False,Tournée ORBITE,69
B02272,29,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02273,29,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02274,29,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02275,29,2,168.75,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02276,29,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02277,29,1,87.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02278,29,1,60.0,3,1,3,Nouveaux acheteurs,True,True,True,Tournée ORBITE,69
B02279,29,2,115.0,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02280,29,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02281,29,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02282,28,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,35
B02283,28,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02284,28,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02285,28,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02286,28,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02287,28,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02288,28,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02289,28,1,43.5,3,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,44
B02290,27,1,60.0,3,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02291,27,1,30.0,3,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02292,27,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02293,27,1,30.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02294,27,2,82.0,3,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02295,27,1,60.0,3,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02296,27,1,60.0,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02297,26,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02298,26,1,60.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02299,12,2,90.0,4,2,4,Gros paniers,False,False,True,Tournée ORBITE,69
B02300,26,1,60.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02301,26,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02302,26,1,30.0,4,1,1,Nouveaux acheteurs,True,True,True,Tournée ORBITE,69
B02303,25,1,87.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B02304,25,1,60.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02305,25,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02306,25,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B02307,25,1,120.0,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02308,25,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02309,25,3,141.0,4,3,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02310,25,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02311,25,1,60.0,4,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02312,24,1,60.0,4,1,3,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02313,24,1,90.0,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,69
B02314,24,1,30.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02315,24,1,43.5,4,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02316,23,1,30.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02317,23,1,30.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,BE
B02318,23,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02319,23,1,30.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02320,23,1,60.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02321,9,2,115.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,69
B02322,23,1,60.0,4,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02323,23,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02324,23,1,30.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,59
B02325,23,1,60.0,4,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02326,22,1,90.0,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,34
B02327,22,1,90.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,69
B02328,22,2,84.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,69
B02329,22,1,60.0,4,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B02330,22,2,82.0,4,2,4,Multi-dates,True,True,True,Tournée ORBITE,69
B02331,21,1,43.5,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02332,21,2,144.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,69
B02333,21,1,60.0,4,1,3,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B02334,21,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02335,21,1,60.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02336,21,1,60.0,4,1,3,Nouveaux acheteurs,True,True,True,Tournée ORBITE,69
B02337,21,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02338,21,1,60.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B02339,20,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02340,20,1,30.0,4,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02341,20,1,60.0,4,1,3,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B02342,20,1,52.8,4,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,69
B02343,20,1,60.0,4,1,3,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B02344,20,1,60.0,4,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
